97565 Fairview Parkway,7/2/1997,11/15/2019
8 Sutherland Parkway,12/8/1997,8/19/2018
5 Delladonna Road,8/11/1979,5/19/2017
00671 Division Crossing,11/22/1974,6/14/2018
05 Carberry Place,12/8/1974,8/29/2018
12 Porter Road,5/29/1993,11/2/2018
62196 Leroy Junction,6/2/1974,6/22/2017
38147 Surrey Trail,4/12/2001,1/13/2017
1 Cambridge Hill,5/11/1986,10/27/2020
7378 Manufacturers Way,12/3/1963,3/31/2020
91 6th Drive,7/7/2003,2/22/2021
2870 Autumn Leaf Junction,7/10/1971,4/20/2018
4502 Garrison Street,12/30/1985,1/4/2019
8 Burning Wood Way,8/18/1982,1/23/2020
7227 Farwell Parkway,11/4/1982,11/15/2020
95 Buhler Place,2/4/1994,2/25/2021
79841 Sherman Point,9/12/1981,2/10/2021
2 Harper Drive,12/4/1982,10/11/2020
6512 Oak Drive,7/10/1963,8/5/2020
98 Mallory Avenue,10/4/1997,8/1/2017
45144 Scott Pass,4/13/1966,1/17/2018
7 Fulton Road,2/7/1982,1/8/2021
05598 Marcy Court,5/10/1986,6/9/2020
4825 Oxford Plaza,5/20/1966,7/6/2018
4 Montana Drive,7/28/1976,9/3/2018
17 Marcy Place,4/1/1993,2/24/2019
16 Ridge Oak Road,2/6/1982,2/2/2021
713 Mayfield Pass,8/22/1964,6/8/2021
58272 Farwell Pass,2/2/1989,5/29/2019
653 Dwight Street,2/4/1967,4/29/2017
083 2nd Street,9/25/1968,11/4/2019
510 Namekagon Alley,7/23/1968,11/22/2019
889 Melvin Drive,9/22/1990,6/4/2020
0474 Brentwood Lane,2/10/1989,1/14/2018
963 Packers Park,9/25/1989,2/26/2018
62104 Surrey Avenue,6/8/1995,4/5/2017
7 Harper Drive,2/15/1985,7/18/2018
2 Arkansas Plaza,6/6/1968,3/5/2017
45 Northview Trail,1/22/1998,12/27/2020
78259 Havey Plaza,10/22/1991,11/18/2018
4 Hovde Court,10/22/1964,9/8/2020
5004 Warner Place,12/28/1983,11/19/2020
144 Brentwood Lane,5/25/1976,12/12/2019
39087 Donald Junction,6/13/1993,2/24/2019
4 Anthes Terrace,7/21/1968,11/23/2018
3 Scott Avenue,11/6/1968,1/13/2021
132 American Ash Street,4/22/1999,6/17/2021
7 Glacier Hill Hill,4/4/1961,8/3/2021
3 Vahlen Hill,1/29/1987,9/9/2019
17596 Menomonie Alley,12/17/1975,6/18/2019
38 Evergreen Crossing,3/5/2002,6/1/2017
43 Eastlawn Point,1/1/1975,10/19/2020
5 School Court,9/2/1995,3/25/2020
0328 Lake View Trail,12/1/1993,12/14/2016
000 Express Court,6/17/1996,4/21/2021
3 2nd Terrace,8/25/1971,1/15/2017
0110 Starling Hill,7/23/1982,7/28/2018
72920 Northfield Drive,10/5/1980,4/27/2017
7627 Stang Center,4/25/1996,1/4/2021
90 Melody Plaza,5/11/1997,5/20/2021
7 Aberg Street,10/5/1974,4/23/2019
685 Evergreen Avenue,12/16/1980,10/31/2018
165 Bobwhite Way,2/3/1994,7/29/2017
8 Talisman Point,6/10/1976,2/27/2018
503 Stoughton Street,5/31/1972,9/30/2020
61 Sutherland Trail,3/26/1995,3/13/2019
5 Badeau Parkway,4/19/1979,8/20/2020
85782 Hazelcrest Avenue,6/2/1999,12/5/2016
09231 Goodland Park,11/24/1965,3/16/2021
16573 Farwell Point,3/25/1983,4/23/2020
6320 Onsgard Pass,2/5/1965,4/22/2017
1219 Prairie Rose Trail,1/4/2004,12/24/2020
093 Waywood Road,6/3/1982,5/14/2020
8 Spaight Park,3/17/1968,8/17/2019
85 Bay Crossing,6/7/1972,10/25/2017
6664 Quincy Road,3/2/1964,3/7/2020
51 Eastlawn Drive,6/26/1972,6/6/2021
22932 Roth Park,2/23/1976,9/6/2019
6 Swallow Pass,5/23/1995,2/23/2018
63727 Straubel Parkway,10/20/1960,3/31/2017
26 Continental Terrace,4/19/1999,3/4/2017
575 Old Shore Junction,8/30/1982,9/9/2018
38088 3rd Street,5/3/1990,2/15/2021
1260 Sachtjen Crossing,1/31/1987,9/6/2019
093 Cody Street,10/16/1996,12/7/2018
5 Walton Drive,7/12/1994,12/14/2019
36 Havey Street,12/21/1967,8/1/2019
274 Oneill Way,5/1/1978,8/24/2017
3 Montana Plaza,1/7/1970,6/11/2021
06 Old Gate Park,1/13/1990,6/21/2019
6575 Walton Place,10/12/1981,3/8/2017
3256 8th Terrace,4/11/1989,12/15/2019
880 Burrows Trail,1/1/1994,10/8/2020
909 International Center,6/10/1963,8/23/2018
72878 Anniversary Trail,8/4/1986,10/16/2018
5 Lighthouse Bay Place,9/8/1968,4/27/2018
1078 5th Junction,4/9/1999,9/5/2018
0351 Blue Bill Park Avenue,9/17/2001,10/14/2017
648 Florence Crossing,1/27/2005,8/11/2018
87010 Maywood Pass,9/17/2004,7/2/2017
2 Transport Park,7/30/2003,4/20/2018
63529 New Castle Park,4/21/1995,3/29/2017
955 Manitowish Plaza,9/5/1994,2/25/2017
9 American Ash Plaza,3/31/1977,11/5/2017
6446 Hudson Circle,7/29/1998,3/17/2017
9 Sycamore Point,12/8/1999,9/27/2017
1 Lien Center,3/30/1984,9/14/2020
37124 Hanson Hill,6/14/1977,12/20/2017
886 Grim Trail,2/15/1968,10/10/2018
77049 Barby Road,1/22/2000,4/10/2018
02757 Sage Avenue,4/29/1982,4/8/2017
573 Jenifer Park,1/5/1985,6/2/2020
6 Grasskamp Court,7/12/1991,9/27/2021
28031 Fordem Trail,1/8/1965,10/11/2018
4 Gale Circle,3/9/1974,3/15/2021
3719 Wayridge Plaza,6/11/1969,9/22/2018
698 Weeping Birch Circle,7/6/2005,2/17/2018
3709 Alpine Pass,4/27/2004,7/24/2019
89 Green Ridge Parkway,5/15/1968,1/25/2018
66350 Michigan Crossing,6/16/2000,4/8/2017
10 Badeau Junction,7/24/1981,7/13/2020
82059 Forest Trail,11/27/1974,6/24/2018
9905 Alpine Street,6/27/1998,3/14/2017
2216 Gina Plaza,11/15/1964,10/29/2020
9 Eastwood Road,1/10/1989,2/3/2021
27019 Park Meadow Plaza,11/14/2003,2/18/2017
15973 Scoville Center,7/22/1973,3/19/2021
02974 Loftsgordon Place,4/27/1962,8/31/2020
76 Bartillon Terrace,6/18/2004,1/8/2018
9270 Badeau Lane,11/3/1979,5/30/2020
30 Pepper Wood Park,2/1/2005,10/22/2019
608 Dapin Street,5/12/1977,1/15/2017
68 Maywood Terrace,5/8/1987,2/3/2018
3239 Knutson Center,4/19/1982,11/24/2020
8 Luster Park,11/16/1987,1/24/2018
25504 Ruskin Alley,8/17/1961,1/12/2020
15 Arizona Place,12/17/1985,8/4/2021
6 Anderson Plaza,9/27/1993,6/11/2020
14420 Namekagon Avenue,10/4/1994,1/10/2020
17 Springview Way,8/2/1971,8/5/2019
5 Forest Place,6/28/1974,9/21/2017
05 Lakeland Way,7/28/1968,6/27/2018
44 Jay Circle,3/30/1989,12/13/2020
7 Helena Street,3/28/1999,4/25/2020
64544 Southridge Circle,1/5/1982,4/10/2017
977 Comanche Hill,5/22/1994,8/18/2021
1978 Nancy Alley,5/16/1969,4/25/2019
07 Banding Avenue,7/22/1987,1/10/2018
401 Hoffman Way,10/24/1973,12/28/2020
0895 Tomscot Hill,10/9/1961,4/22/2020
8926 Kings Court,1/13/1984,9/15/2018
62690 Arkansas Avenue,4/12/1964,9/9/2021
9590 Ridgeview Way,1/29/1974,3/21/2019
4 Delladonna Avenue,4/11/1979,3/14/2021
4 Bowman Street,12/2/1991,4/6/2020
4066 Russell Plaza,2/10/1970,7/19/2018
4225 Elgar Point,11/8/1999,4/24/2017
66 Esker Court,8/13/1982,12/12/2016
5 Lukken Center,6/18/1973,12/10/2020
24029 Schiller Trail,3/20/1986,9/7/2021
9 6th Alley,4/25/1966,2/11/2021
36294 Upham Court,4/13/2003,10/9/2020
2395 Monument Park,2/3/1982,5/15/2017
066 Meadow Vale Alley,5/13/1976,10/17/2020
14894 Corben Plaza,12/21/1979,2/7/2020
45 Summerview Junction,7/21/1972,1/10/2017
9527 Coleman Way,5/9/1965,7/2/2020
916 Erie Avenue,1/21/1967,8/12/2021
0549 Farwell Crossing,2/10/1988,12/22/2016
3238 Manitowish Avenue,1/30/1969,4/23/2018
146 Nova Circle,4/4/1980,1/4/2019
256 Birchwood Trail,8/30/2000,2/26/2019
24649 Northview Crossing,2/16/1998,9/19/2020
3792 Spohn Street,4/6/1974,12/8/2017
2443 Orin Road,6/15/1994,8/31/2018
5410 Scofield Junction,8/25/1972,3/21/2021
054 Rusk Alley,5/21/1985,12/30/2018
352 Cherokee Drive,6/1/1977,6/8/2021
236 Mcbride Crossing,9/16/1988,1/1/2018
539 Golden Leaf Hill,4/16/1994,4/16/2019
91 Starling Pass,4/19/2000,1/17/2020
5950 Magdeline Plaza,6/9/2002,6/8/2021
94079 Summerview Alley,2/26/1997,3/5/2020
36444 Green Terrace,12/7/1979,2/12/2021
6224 Iowa Road,4/3/1988,12/13/2016
08510 Lakewood Way,2/9/1973,7/28/2021
48903 Del Mar Place,10/8/1990,12/23/2020
21 Browning Trail,5/21/1977,9/11/2021
0 Pine View Point,9/7/1987,2/25/2021
51018 Heath Way,12/21/1969,5/6/2021
4 Green Ridge Avenue,9/17/1996,4/24/2020
9945 Mccormick Center,1/12/1970,7/16/2017
48951 Melrose Pass,4/14/1968,6/23/2017
83557 Calypso Court,9/6/1986,8/23/2021
63897 Derek Pass,3/13/2004,6/9/2021
43762 Holy Cross Hill,4/7/1988,10/22/2017
51 Luster Point,6/8/2003,2/5/2017
26284 Spenser Terrace,5/15/1984,1/27/2017
33208 Kenwood Court,8/6/1992,7/23/2019
3346 Shopko Lane,7/24/1983,1/30/2019
5850 Delladonna Court,12/22/1960,10/25/2018
9325 Fisk Court,9/7/1999,12/29/2017
6 Stuart Alley,3/7/1980,4/22/2018
5 Onsgard Crossing,9/21/1977,11/26/2019
187 Waxwing Way,8/31/2003,10/19/2019
5502 Colorado Place,11/14/2001,4/4/2019
9 Barby Circle,4/8/2005,3/25/2021
2 Melody Way,4/1/1974,3/13/2019
1 Tony Alley,6/26/1996,10/2/2021
2 2nd Drive,8/7/1974,1/30/2021
555 Gale Road,3/13/1997,7/7/2018
8956 Glacier Hill Point,3/13/1988,11/1/2016
35563 Almo Road,1/10/1962,2/8/2019
5 Gateway Place,1/22/1973,6/14/2018
7 Montana Plaza,1/7/1989,2/8/2020
98 Muir Street,11/21/1971,6/7/2018
6 Stuart Parkway,8/1/2005,5/1/2021
8 Drewry Court,11/12/2001,5/29/2017
7 Hanover Road,3/31/1961,4/6/2019
897 Thackeray Circle,10/29/1985,2/20/2017
6 Rutledge Trail,2/24/2004,8/3/2021
39 Grim Point,1/31/2004,4/6/2017
6 Loomis Point,5/30/1993,12/6/2017
225 7th Road,11/2/2003,10/24/2017
325 Arkansas Alley,4/20/2004,8/20/2019
3 Fuller Trail,6/19/1988,9/27/2017
67 Red Cloud Junction,8/1/1985,2/10/2017
67213 Rockefeller Terrace,11/5/1974,7/19/2019
0 Buell Road,1/3/1962,10/2/2017
275 Warbler Plaza,2/15/1969,6/7/2020
70 Monica Pass,7/7/1979,11/8/2020
02074 Maple Drive,11/15/1986,9/28/2021
67 Forest Place,3/21/1968,7/8/2019
34 Clarendon Court,1/12/1970,11/15/2019
8111 Johnson Road,12/26/1993,4/25/2017
336 American Ash Place,3/31/1998,12/27/2019
7258 Fair Oaks Hill,7/25/1965,1/18/2021
3913 Dahle Court,8/17/1982,6/18/2017
4059 Arrowood Point,10/3/1970,12/17/2016
97 Knutson Street,12/21/1991,3/1/2019
9 Portage Place,7/15/1979,5/25/2019
4 Monterey Place,1/7/2005,9/9/2020
79 Arkansas Lane,5/10/1989,12/26/2020
33 Pepper Wood Lane,12/4/1979,1/22/2017
7727 1st Trail,12/31/1973,7/11/2018
158 East Park,2/9/1973,1/2/2019
42 Burning Wood Lane,4/9/1972,6/28/2020
66 Surrey Terrace,8/26/1999,7/22/2018
8612 Homewood Court,6/5/1974,6/18/2019
860 Toban Pass,4/24/1971,10/7/2017
48 Blaine Drive,9/17/1967,11/1/2019
32730 Fuller Crossing,7/24/1990,12/17/2017
64638 Lakewood Gardens Center,1/26/1973,8/5/2020
9489 Vernon Way,6/13/1977,1/29/2018
7 Lawn Parkway,5/12/2002,2/14/2021
2 Amoth Street,1/23/1963,2/3/2018
20257 Welch Trail,4/28/1970,3/19/2017
5 Nova Court,9/30/1965,5/24/2021
0 Granby Plaza,7/2/1985,3/23/2021
189 American Ash Center,4/1/1972,4/12/2017
37140 Vermont Center,3/6/1965,11/23/2018
3286 Dunning Court,7/21/1999,5/3/2017
1345 Kings Point,5/21/1976,1/25/2019
76074 Farmco Point,6/18/1968,5/10/2017
01 John Wall Terrace,12/12/1978,12/10/2020
00635 Raven Terrace,1/2/1965,6/16/2017
7800 Waubesa Drive,1/24/1972,3/18/2018
71005 Gulseth Lane,3/6/1989,5/13/2021
96 Rigney Terrace,4/14/2005,5/4/2018
83640 Hoard Plaza,7/10/1975,10/21/2017
553 Mesta Place,2/20/2004,11/26/2019
0 Toban Point,2/2/1993,11/10/2018
41219 Clyde Gallagher Trail,10/14/1970,4/7/2021
616 Main Point,9/4/1994,1/4/2019
38 Heffernan Hill,3/16/1987,6/24/2018
2696 Sycamore Pass,4/15/1971,11/7/2017
24411 Bartillon Road,8/22/1966,1/17/2017
32988 Sunnyside Junction,1/18/2003,10/16/2017
16840 Northport Parkway,2/28/1989,8/17/2017
447 New Castle Park,2/2/2004,9/30/2019
6520 Brown Parkway,12/13/1987,7/1/2018
19393 Drewry Circle,3/20/2004,1/28/2019
424 Monument Circle,6/23/1966,6/28/2018
941 Orin Drive,4/29/1983,4/3/2021
61 Loftsgordon Street,2/15/1961,2/8/2018
11447 Mesta Lane,6/2/2004,9/1/2019
0 Lotheville Court,9/16/2004,11/1/2019
685 Mosinee Hill,12/7/1961,5/10/2020
9 Anniversary Crossing,8/23/1994,11/7/2019
0 Judy Point,11/10/1960,3/18/2021
5604 5th Street,8/9/1991,8/4/2021
58 American Ash Way,7/21/1981,10/19/2020
03 Scofield Park,4/26/1982,7/24/2017
0 Becker Center,2/23/1969,7/25/2017
6 Bartelt Park,1/22/1972,7/22/2020
0 Florence Circle,4/7/1964,4/29/2019
5559 Iowa Pass,10/9/1979,3/29/2020
406 Killdeer Lane,8/1/1994,3/14/2018
3853 Badeau Terrace,8/18/1987,2/13/2019
6157 Weeping Birch Crossing,7/19/1982,5/3/2017
75847 Independence Way,5/6/1986,3/23/2017
4 Manufacturers Place,1/6/1994,2/9/2017
22378 Transport Drive,3/31/1963,11/3/2017
81976 Cottonwood Terrace,9/11/1981,7/6/2018
58 Anzinger Crossing,12/21/1968,5/4/2021
56 Morning Lane,4/30/1993,8/8/2018
69 Jenifer Center,10/17/1999,11/1/2016
5 Morrow Plaza,9/2/1962,12/6/2018
484 Lakewood Junction,1/17/2002,2/8/2019
0984 Fairview Point,5/19/1961,2/25/2020
7612 Fair Oaks Avenue,4/10/1967,6/11/2020
5118 Armistice Plaza,12/12/1994,5/11/2021
26334 Katie Court,6/10/1975,1/26/2019
939 Nelson Lane,10/28/1973,3/24/2019
8 Holy Cross Junction,1/27/2003,4/3/2018
263 Steensland Way,2/26/1967,1/7/2021
5 Lakewood Gardens Street,5/4/1997,7/10/2019
9411 Katie Street,9/27/1963,5/28/2020
34 Ludington Pass,4/1/1984,7/15/2019
21 Grover Court,10/19/2004,2/5/2017
814 Village Lane,9/6/1984,10/13/2020
151 Southridge Avenue,6/19/1976,8/7/2021
6 Moulton Crossing,10/26/1996,2/13/2021
3646 Sunnyside Junction,4/23/1971,2/25/2018
65 Sundown Terrace,9/28/1999,10/25/2016
1 Michigan Hill,10/8/2003,11/2/2016
99521 Gale Parkway,6/3/1998,4/9/2020
59787 Lindbergh Terrace,12/27/1996,2/27/2017
987 Stone Corner Road,6/24/1998,10/2/2021
538 Hooker Place,4/8/2002,5/28/2019
7 Mendota Way,8/27/1991,1/9/2017
17866 Raven Pass,7/27/1998,9/30/2017
95 Algoma Parkway,8/11/1987,9/4/2018
28641 Rieder Alley,4/29/1969,5/13/2018
4 Rutledge Crossing,8/19/1968,7/24/2018
7 Mitchell Lane,6/12/1975,11/13/2020
457 Vidon Park,12/26/1996,8/7/2019
97 Muir Street,3/17/1971,1/21/2021
5952 Graceland Avenue,4/20/1989,12/1/2016
27 Londonderry Hill,11/10/1982,2/3/2021
391 Springs Hill,3/21/1968,5/6/2017
95580 Summer Ridge Trail,11/20/1960,5/14/2021
20 Roxbury Junction,9/8/2000,9/30/2019
09026 Graedel Circle,3/17/1967,6/29/2018
8 Stoughton Junction,11/24/1981,2/19/2019
8893 Commercial Park,2/3/1977,4/27/2021
35227 Union Point,7/28/1969,2/26/2019
86 Haas Park,4/20/1979,8/11/2019
8 Fisk Hill,2/9/1985,1/30/2018
366 Scott Hill,8/7/1996,7/25/2019
2467 Jenifer Circle,2/1/2004,10/24/2018
75 Mayer Road,12/21/1981,3/16/2020
710 Shasta Alley,10/21/1982,9/19/2017
68154 Fordem Hill,6/10/1975,12/2/2016
39 Forest Plaza,2/3/1985,6/24/2017
73159 Stone Corner Place,7/17/1965,10/6/2018
6 Loeprich Terrace,5/6/1969,6/20/2019
8 Little Fleur Street,7/7/2002,5/1/2021
494 Brown Terrace,7/18/1989,12/28/2020
6 Badeau Road,7/14/1994,6/14/2017
66 Springview Park,3/27/2001,1/10/2017
8912 Fairview Center,7/26/1995,8/8/2019
7 Crownhardt Court,4/15/1992,5/8/2017
475 Acker Parkway,10/19/1967,1/26/2018
90888 Knutson Crossing,1/10/1987,10/6/2018
31147 Calypso Street,4/6/1986,5/15/2017
614 Forest Avenue,3/21/1970,5/27/2021
64326 Eastlawn Point,4/17/1969,8/22/2018
11952 Bobwhite Street,2/22/1975,4/30/2020
4 Spenser Junction,7/11/1970,7/26/2019
62 Rowland Circle,1/13/1982,12/16/2020
4 Evergreen Trail,8/7/2004,10/5/2020
354 Vahlen Way,8/5/1982,5/11/2019
6176 Glendale Lane,3/27/1974,1/6/2017
059 Independence Center,11/15/1986,5/4/2019
72531 Veith Place,3/30/1997,1/2/2021
88886 Shasta Hill,7/8/1985,6/2/2019
041 Londonderry Avenue,5/3/1965,6/2/2021
0 Sunfield Trail,9/27/1990,3/24/2021
22 Comanche Park,7/27/1980,11/17/2017
22649 Forest Run Place,6/2/1983,7/2/2020
75559 Meadow Ridge Road,8/10/1996,7/7/2017
19793 John Wall Court,12/24/1961,3/27/2018
0 Lawn Circle,2/27/1978,5/18/2017
7553 Pankratz Circle,9/2/1965,5/15/2017
96 Brickson Park Circle,3/10/1994,7/12/2021
5 Tomscot Pass,7/3/1989,3/27/2020
09 Katie Alley,6/4/1978,12/14/2018
549 Lillian Court,10/3/1961,9/14/2017
5709 Scoville Crossing,2/19/1986,1/6/2018
4 4th Plaza,1/25/1965,5/25/2017
15389 Upham Drive,3/21/1996,7/8/2019
820 Shopko Parkway,4/17/2001,3/14/2020
94469 Bay Center,1/25/1968,4/25/2017
80467 Hagan Alley,7/16/1970,8/22/2018
0 Westridge Alley,6/5/1984,9/29/2020
5 Pine View Plaza,6/1/1966,10/24/2020
62 Russell Parkway,1/13/1977,5/3/2017
53672 Petterle Alley,8/1/1966,4/17/2021
6 Haas Hill,6/14/1982,5/27/2020
76 Kings Drive,8/7/1967,5/27/2018
07 Forest Dale Terrace,12/30/2001,10/18/2019
742 Sundown Circle,6/30/1963,3/7/2018
16917 Pearson Trail,2/6/1983,4/10/2018
090 Buena Vista Court,12/24/1975,4/28/2020
3 Buena Vista Pass,8/22/1987,10/12/2020
4 Fallview Junction,8/21/1987,11/9/2019
37515 Brown Road,5/1/1984,8/5/2017
1 Northwestern Drive,7/22/1961,6/28/2020
471 Lawn Terrace,1/10/1998,1/22/2018
3977 Holy Cross Circle,2/15/1971,11/19/2018
25614 Jenna Center,9/30/1964,1/27/2020
614 Towne Alley,5/9/2001,9/10/2018
9 Blue Bill Park Center,5/11/1989,1/6/2017
89476 Hoffman Place,5/4/1992,6/7/2019
59 Arrowood Trail,6/3/1967,6/5/2018
6215 Macpherson Place,1/7/1976,6/8/2018
207 Vermont Way,12/14/1993,11/14/2019
91 Forest Pass,6/4/2003,6/5/2020
2 Duke Park,10/8/1974,5/2/2020
36291 Northwestern Place,4/14/1981,4/7/2018
2 Kropf Place,9/26/2002,9/28/2021
8 International Pass,7/29/1970,5/16/2018
9731 Carioca Road,11/15/2002,7/13/2017
8303 Clyde Gallagher Crossing,6/6/2003,6/28/2020
0 Nevada Lane,1/4/1998,4/30/2018
4 School Place,10/1/2001,5/3/2017
10 Hagan Hill,10/19/1987,4/22/2021
83 Gateway Court,2/24/1987,7/15/2020
57 Sauthoff Plaza,11/3/1990,11/2/2018
2 Reindahl Street,12/2/1973,9/15/2019
6 Lillian Avenue,4/3/1970,6/23/2017
31868 Armistice Circle,6/17/1977,6/19/2020
2 Badeau Plaza,10/22/2003,11/18/2019
181 Rowland Hill,6/3/1990,12/10/2016
00 Florence Drive,12/4/1966,6/28/2018
2735 Mariners Cove Circle,2/27/1970,5/14/2021
353 Sheridan Point,1/6/1974,12/1/2020
91 Petterle Trail,9/23/1966,4/3/2017
576 Melody Court,9/16/1997,2/22/2018
463 Anniversary Hill,8/14/1989,12/24/2019
1 Carey Parkway,2/1/1967,5/24/2020
902 Mifflin Parkway,8/31/1973,4/29/2020
681 Commercial Street,3/2/1968,2/27/2021
31497 Coleman Court,9/2/1992,6/3/2019
629 Mifflin Park,4/25/1966,7/21/2020
01 Jenna Pass,9/12/2003,8/13/2017
5625 Hazelcrest Trail,11/26/1963,3/6/2018
9 Homewood Alley,8/27/1999,9/5/2020
51544 Briar Crest Alley,5/5/1971,3/18/2020
24 Dexter Court,1/3/1996,9/7/2019
17971 Lunder Trail,11/17/1973,9/11/2017
812 Mallory Crossing,12/10/2001,3/3/2019
1508 Mesta Drive,10/12/1969,5/13/2021
91 Stone Corner Hill,7/17/1971,10/8/2017
103 Sugar Point,8/31/1975,5/19/2020
7720 Bunker Hill Center,4/25/1991,1/17/2017
33 Pawling Trail,9/11/2004,1/31/2019
236 Dawn Street,4/18/1970,1/8/2017
882 Westerfield Plaza,12/8/1980,2/17/2020
992 David Trail,12/24/1984,4/22/2017
19 Rutledge Way,11/11/1996,10/22/2018
6451 Orin Center,11/3/2002,10/24/2018
91 Stoughton Terrace,2/13/2004,2/17/2017
3450 New Castle Junction,7/9/2005,7/16/2018
81799 Westridge Parkway,9/24/1967,3/18/2017
60147 Pepper Wood Court,11/17/1986,3/12/2020
70 Schlimgen Terrace,4/13/1973,3/10/2017
96 Myrtle Trail,12/21/1981,12/4/2016
838 Debra Street,10/12/2000,8/9/2018
48 Bluejay Way,8/3/1987,10/28/2018
397 Cascade Trail,5/8/2004,4/11/2021
4282 Doe Crossing Plaza,12/30/1978,1/29/2020
50100 Truax Avenue,4/19/1969,4/7/2021
1554 Forest Run Place,9/17/2004,12/30/2016
3725 Dawn Lane,2/14/1973,7/25/2018
7 Elka Drive,4/8/1970,4/4/2021
79 Ilene Court,10/15/1962,8/28/2021
842 Washington Circle,9/13/2004,11/16/2016
75 Crescent Oaks Way,2/14/1963,6/21/2020
6870 Dottie Center,8/13/1998,3/2/2018
67206 Del Sol Park,3/6/1992,4/19/2019
031 Hoepker Plaza,9/26/1993,5/10/2018
9573 Rockefeller Trail,8/22/1978,11/3/2020
5 Eagle Crest Way,4/5/1968,11/22/2018
6863 Badeau Parkway,7/15/2000,1/8/2021
526 Myrtle Point,7/20/1977,5/10/2021
07969 Oak Valley Pass,2/17/1978,9/8/2017
5665 Forest Run Alley,6/29/1963,10/11/2017
599 Fair Oaks Circle,7/29/2003,4/25/2019
7520 Delaware Alley,1/21/1984,6/12/2019
545 Tennyson Avenue,5/11/1987,5/9/2020
43566 Hanover Alley,1/16/1981,5/25/2021
01 Clyde Gallagher Avenue,8/13/1998,8/19/2017
5232 Butternut Alley,2/18/1972,8/20/2018
8 Pine View Place,2/28/1996,12/22/2018
0 Aberg Junction,9/21/1993,5/31/2018
2 Sherman Circle,5/2/2002,12/30/2019
14278 Jenna Plaza,2/11/1982,12/30/2020
08 Eastlawn Alley,7/20/1989,6/13/2017
793 Shoshone Terrace,4/6/1969,3/4/2018
8 Hintze Pass,11/24/1971,9/25/2018
7 American Trail,1/14/1967,10/8/2017
560 Montana Place,6/7/1993,1/28/2021
8 Mayfield Hill,8/17/2001,11/4/2016
889 Duke Place,1/26/1970,11/18/2020
229 Mccormick Crossing,8/27/1990,1/31/2019
005 Surrey Junction,1/22/2001,5/14/2020
1392 Hintze Trail,8/17/1988,7/18/2020
9008 Starling Avenue,5/15/2000,4/22/2018
094 Reindahl Center,11/30/1996,10/22/2016
24998 Algoma Plaza,8/6/1964,3/13/2020
390 Chive Avenue,10/12/1990,5/8/2019
7 Jackson Drive,10/23/1996,8/24/2021
9 Mallory Terrace,9/30/1997,9/15/2021
87 Mandrake Trail,9/23/1971,11/19/2016
96786 Ruskin Street,10/14/1962,4/6/2017
46 Mallory Court,7/16/1984,2/20/2021
87 Merrick Circle,2/21/1983,9/4/2018
01864 Pawling Plaza,10/14/1991,4/12/2019
06168 Lakewood Gardens Trail,11/9/1985,9/27/2018
983 Namekagon Court,11/18/1973,2/27/2020
630 Saint Paul Avenue,6/26/1968,3/18/2018
87955 Service Circle,3/17/2004,4/9/2020
09112 Pepper Wood Place,1/7/1982,10/6/2016
04 Ruskin Pass,5/1/1970,11/7/2017
497 Meadow Valley Crossing,2/12/1973,7/13/2020
82 Packers Circle,12/11/1968,7/6/2017
95 Algoma Circle,6/29/1984,4/28/2021
8250 Montana Lane,8/23/1970,10/24/2019
76 Forest Dale Crossing,10/23/1978,1/23/2021
90776 Miller Center,8/24/1963,12/14/2017
06852 Onsgard Lane,2/20/2005,4/2/2017
2 Bluejay Street,11/19/1992,8/12/2018
76 Fremont Crossing,10/19/1993,4/20/2017
853 Kings Junction,4/26/2002,7/23/2018
48373 Dennis Lane,8/16/2002,8/6/2020
5100 Talmadge Crossing,12/10/1987,5/1/2017
4389 Del Sol Lane,2/16/1964,12/21/2019
11192 Hooker Center,9/24/1977,8/23/2017
9 Tomscot Alley,6/27/1961,7/20/2017
44 Melby Park,7/1/1963,1/30/2019
068 Crest Line Crossing,9/10/1997,2/22/2021
0 Longview Circle,12/17/1962,2/21/2021
1 Stoughton Parkway,5/19/2000,5/14/2017
6 Chinook Street,1/5/1995,7/23/2018
0 Mitchell Center,2/20/1987,3/18/2021
67450 Bay Pass,10/31/2002,4/16/2021
66 Monica Parkway,11/13/1995,10/3/2021
8 Grim Point,1/30/2002,6/20/2017
3 Packers Plaza,11/18/1982,5/19/2020
194 Moulton Parkway,5/13/1964,5/3/2021
50 Summer Ridge Lane,6/2/2003,5/5/2018
316 Express Crossing,4/14/1966,10/30/2016
63872 Drewry Road,2/3/1970,2/23/2018
50 Merrick Road,12/23/1969,7/27/2018
7 Twin Pines Court,4/5/2001,3/8/2017
8691 Moland Parkway,10/21/1998,3/26/2017
5538 Miller Hill,1/29/1974,12/18/2017
20075 Westridge Plaza,9/17/1975,9/6/2017
2039 Banding Alley,4/3/1997,8/28/2019
6606 Rowland Hill,6/24/1982,10/15/2016
469 Eagan Terrace,3/22/1973,8/8/2018
9 Summer Ridge Junction,7/29/1961,2/19/2019
63090 Schurz Crossing,6/9/1977,10/23/2016
16957 Shopko Junction,8/17/1981,4/17/2021
7 Havey Circle,10/30/1977,8/8/2019
49832 Rieder Point,1/16/2002,2/3/2021
097 Milwaukee Way,5/21/1999,7/16/2019
488 1st Pass,12/29/1990,10/21/2019
6 Jenna Street,11/14/1977,9/12/2021
